№ п/п;Имя параметра;Описание параметра;Система;CAN_ID;Смещение;Длина;UNO1;№ порта UNO1;UNO3;№ порта UNO3;Протокол;Тип ;StandID;BitCount
819;FI20_TAMBUR_9_032;Пожарная опасность в Тамбуре №9;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;665;32;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
820;FI20_TP_033;Пожарная опасность в ТП;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;666;0;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
821;FI20_KUBRIK_1_034;Пожарная опасность в Кубрике №1;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;666;32;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
822;FI20_KUBRIK_2_035;Пожарная опасность в Кубрике №2;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;667;0;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
823;FI20_POM_SHHITOV_1_036;Пожарная опасность в Помещении щитов №1;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;667;32;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
824;FI20_SANUZEL_1_037;Пожарная опасность в Санузле №1;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;668;0;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
825;FI20_SANUZEL_2_038;Пожарная опасность в Санузле №2;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;668;32;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
826;FI20_TAMBUR_2_039;Пожарная опасность в Тамбуре №2;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;669;0;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
827;FI20_SHAHTA_GAS_1_040;Пожарная опасность в Шахте ГАС №1;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;669;32;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
828;FI20_AGREG_POU_GAS_041;Пожарная опасность в Агрег. ПОУ ГАС;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;670;0;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
829;FI20_APPARAT_GIDROAK_042;Пожарная опасность в Аппарат. гидроакус.;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;670;32;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
830;FI20_GIROPOST_043;Пожарная опасновть в Гиропосту;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;671;0;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
831;FI20_P_OBOR_SIS_PRES_044;Пожарная опасность в П. обор. сис. прес. воды;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;671;32;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
832;FI20_POM_SBORA_STOK_045;Пожарная опасновть в Пом. сбора стоков;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;672;0;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
833;FI20_HIMICH_KLAD_046;Пожарная опасность в химической кладовой;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;672;32;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
834;FI20_KAMBUZ_047;Пожарная опасность в Камбузе;2020. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф;673;0;32;ДА;3;ДА;0;Пожарная автоматика;ПО;;
